title,description,category,duration,time_to_deadline,description_length,is_urgent,priority
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,381,19.0,29,0,2
Зайнятися кардіо,Відвідати спортзал для спорту.,Спорт,156,21.0,30,0,2
Зробити підготовка звіту,Завершити проєктний аналіз перед 2007-08-08.,Робота,105,12.0,44,0,2
Створити презентацію на тему маркетингова кампанія,Підготуватися до наради.,Навчання,59,7.0,24,0,1
Прибрати спортзал,Забронювати готель для вихідного дня.,Особисте,187,22.0,37,0,2
Підготуватися до наради,Прочитати розділ маркетингова кампанія.,Навчання,179,16.0,39,0,2
Вивчити 16 нових слів,Підготуватися до наради.,Навчання,440,,24,0,2
Спланувати похід в кіно з друзями,Спланувати похід в кіно з друзями.,Особисте,17,15.0,34,0,1
Забронювати готель для вихідного дня,Забронювати готель для вихідного дня.,Особисте,82,16.0,37,0,2
Прочитати маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,286,1.0,39,0,3
Тренування на біцепс,Зайнятися кардіо.,Спорт,34,14.0,17,0,1
Пробігти 9 км,Пробігти 2 км.,Спорт,357,28.0,14,0,2
Відвідати спортзал для спорту,Підготуватися до спортивні змагання.,Спорт,109,25.0,36,0,2
Створити презентацію на тему маркетингова кампанія,Виконати завдання з математики.,Навчання,166,29.0,31,0,2
Спланувати поїздку до місто Корсунь-Шевченківський,Зібрати речі для поїздка.,Подорожі,50,25.0,25,0,1
Дослідити місцеві пам'ятки в село Чорноморськ,Спланувати поїздку до хутір Малин.,Подорожі,35,4.0,34,0,2
Підготуватися до наради,Виконати завдання з математики.,Навчання,456,13.0,31,0,2
Дослідити місцеві пам'ятки в місто Бобровиця,Дослідити місцеві визначні пам'ятки в хутір Зоринськ.,Подорожі,322,29.0,53,0,2
Організувати наради,Підготувати звіт про маркетингова кампанія.,Робота,133,20.0,43,0,3
Прибрати спортзал,Відвідати спортзал з родиною.,Особисте,387,19.0,29,0,2
Тренування на біцепс,Відвідати спортзал для спорту.,Спорт,171,13.0,30,0,2
Завершити підготовка звіту,Підготувати фінансовий звіт.,Робота,101,13.0,28,0,2
Організувати наради,Підготувати фінансовий звіт.,Робота,109,2.0,28,0,2
Створити презентацію на тему маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,71,12.0,39,0,2
Пробігти 9 км,Тренування на біцепс.,Спорт,325,20.0,21,0,2
Відвідати спортзал для спорту,,Спорт,470,,17,0,2
Спланувати похід в кіно з друзями,Прибрати спортзал.,Особисте,85,23.0,18,0,2
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,224,5.0,30,0,2
Організувати наради,Прибрати спортзал.,Особисте,428,18.0,18,0,2
Вивчити 15 нових слів,Вивчити 7 нових слів.,Навчання,201,29.0,21,0,2
Виконати завдання з математики,Створити презентацію на тему маркетингова кампанія.,Навчання,254,12.0,51,0,2
Пробігти 4 км,,Спорт,162,-1.0,17,1,3
Зібрати речі для поїздка,Забронювати готель.,Подорожі,161,13.0,19,0,2
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,438,23.0,29,0,2
Тренування на біцепс,Тренування на біцепс.,Спорт,475,13.0,21,0,2
Спланувати похід в кіно з друзями,Прибрати спортзал.,Особисте,105,22.0,18,0,2
Організувати наради,Прибрати спортзал.,Особисте,71,11.0,18,0,2
Пробігти 6 км,Тренування на біцепс.,Спорт,346,28.0,21,0,2
Зайнятися кардіо,Пробігти 2 км.,Спорт,65,10.0,14,0,2
Спланувати похід в кіно з друзями,Відвідати спортзал з родиною.,Особисте,380,0.0,29,1,3
Завершити підготовка звіту,Підготувати фінансовий звіт.,Робота,338,15.0,28,0,3
Зробити підготовка звіту,Завершити проєктний аналіз перед 1997-07-07.,Робота,100,28.0,44,0,2
Прибрати спортзал,,Особисте,245,4.0,34,0,2
Забронювати готель,Забронювати готель.,Подорожі,253,8.0,19,0,2
Прочитати маркетингова кампанія,Створити презентацію на тему маркетингова кампанія.,Навчання,270,23.0,51,0,2
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,39,5.0,18,0,2
Організувати наради,Підготувати фінансовий звіт.,Робота,173,28.0,28,0,3
Забронювати готель для вихідного дня,Відвідати спортзал з родиною.,Особисте,408,19.0,29,0,2
Пробігти 9 км,Відвідати спортзал для спорту.,Спорт,371,28.0,30,0,2
Завершити підготовка звіту,Написати email клієнту щодо маркетингова кампанія.,Робота,161,15.0,50,0,3
Зайнятися кардіо,Відвідати спортзал для спорту.,Спорт,100,27.0,30,0,2
Написати email,Завершити проєктний аналіз перед 1974-10-31.,Робота,34,9.0,44,0,1
Дослідити місцеві пам'ятки в село Здолбунів,Забронювати готель.,Подорожі,182,9.0,19,0,2
Організувати наради,,Робота,464,3.0,44,0,3
Вивчити 9 нових слів,Підготуватися до наради.,Навчання,411,14.0,24,0,2
Зайнятися кардіо,Зайнятися кардіо.,Спорт,30,20.0,17,0,1
Створити презентацію на тему маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,447,3.0,39,0,2
Забронювати готель для вихідного дня,Забронювати готель для вихідного дня.,Особисте,84,17.0,37,0,2
Прибрати спортзал,Спланувати похід в кіно з друзями.,Особисте,46,28.0,34,0,1
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,106,30.0,30,0,2
Організувати наради,Підготувати звіт про маркетингова кампанія.,Робота,249,,43,0,3
Зайнятися кардіо,Зайнятися кардіо.,Спорт,56,21.0,17,0,1
